# Student number: r0846712
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,3.29634690284729,28972.68227,27957.18318,0,5,4,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,7,1,0,
